Designator,Footprint,Quantity,Value,LCSC Part #
C1,CP_Elec_6.3x5.8,1,47uF 16V,
"IC1, IC10, IC11, IC12, IC13, IC14, IC2, IC3, IC4, IC5, IC6, IC7, IC8, IC9",TIL311,14,TIL311,
J1,86093967113745ELF,1,86093967113745ELF,
U1,SOT-353_SC-70-5_Handsoldering,1,74AHC1G08,
